day_type,start_hour,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,group_n,group_id,representative_year,representative_month,representative_day
0,18,41.859,-87.617,41.979,-87.903,1984,1503516,2026,04,26
1,22,41.898,-87.621,41.898,-87.654,55,3647803,2026,04,25
1,2,41.885,-87.643,41.885,-87.657,623,2551044,2026,04,22
1,0,41.93,-87.724,41.885,-87.657,17,2399959,2026,04,25
1,4,41.979,-87.903,41.892,-87.629,164,2768876,2026,04,22
0,5,41.798,-87.604,41.798,-87.594,52,574367,2026,04,22
0,22,41.797,-87.582,41.893,-87.653,8,2055828,2026,04,22
0,2,41.79,-87.59,41.798,-87.59,129,268109,2026,04,26
0,20,41.892,-87.632,41.879,-87.643,1279,1794995,2026,04,22
0,2,41.979,-87.903,41.895,-87.62,1291,355662,2026,04,25
1,0,41.916,-87.641,41.936,-87.652,7,2391469,2026,04,25
2,0,41.927,-87.643,41.885,-87.657,90,3847789,2026,04,22
0,18,41.806,-87.587,41.783,-87.604,22,1489273,2026,04,26
0,22,41.893,-87.638,41.895,-87.62,562,2101201,2026,04,22
0,11,41.965,-87.663,41.979,-87.903,370,772364,2026,04,25
1,19,41.828,-87.614,41.87,-87.675,1,3385737,2026,04,22
1,1,41.979,-87.903,41.801,-87.585,14,2514509,2026,04,22
0,19,41.881,-87.633,41.885,-87.657,3291,1646129,2026,04,25
1,5,41.862,-87.708,41.906,-87.734,3,2789151,2026,04,22
0,13,41.732,-87.639,41.713,-87.666,10,861010,2026,04,25
0,4,41.943,-87.652,41.95,-87.644,134,543255,2026,04,22
2,19,41.922,-87.646,41.908,-87.627,12,4832262,2026,04,22
0,22,41.714,-87.638,41.714,-87.638,42,2028069,2026,04,22
2,7,41.938,-87.647,41.877,-87.622,5,4423701,2026,04,25
0,0,41.922,-87.634,41.946,-87.654,69,85522,2026,04,22
2,2,41.885,-87.657,41.9,-87.632,317,4006111,2026,04,22
1,2,41.929,-87.661,41.915,-87.632,21,2576849,2026,04,22
0,1,41.983,-87.877,41.982,-87.842,286,245351,2026,04,26
2,14,41.893,-87.638,41.893,-87.653,17,4565308,2026,04,22
2,1,41.892,-87.632,41.859,-87.617,389,3918893,2026,04,22
0,21,41.935,-87.647,41.934,-87.722,2,1980742,2026,04,22
2,6,41.908,-87.627,41.927,-87.643,4,4356335,2026,04,26
0,3,41.922,-87.656,41.898,-87.654,45,430054,2026,04,22
0,2,41.893,-87.638,41.951,-87.667,60,301014,2026,04,26
0,9,41.859,-87.617,41.979,-87.903,1368,711469,2026,04,26
0,19,42.002,-87.674,42.016,-87.68,23,1717927,2026,04,22
0,13,41.937,-87.722,41.891,-87.619,7,939799,2026,04,22
0,23,41.935,-87.647,41.963,-87.692,1,2291781,2026,04,26
1,21,41.956,-87.713,41.994,-87.695,1,3594047,2026,04,26
0,3,41.929,-87.651,41.993,-87.657,9,435891,2026,04,22
1,7,41.885,-87.621,41.893,-87.638,75,2910803,2026,04,22
0,20,41.879,-87.643,41.9,-87.675,57,1786426,2026,04,22
2,2,41.938,-87.639,41.963,-87.67,2,4040529,2026,04,22
2,2,41.893,-87.626,41.907,-87.636,191,4012369,2026,04,22
2,5,41.877,-87.681,41.892,-87.632,23,4266499,2026,04,26
0,0,41.79,-87.601,41.806,-87.587,2037,20639,2026,04,22
1,16,41.893,-87.626,41.892,-87.632,158,3193866,2026,04,22
2,22,41.979,-87.903,41.885,-87.643,268,5034681,2026,04,26
0,23,41.962,-87.645,41.943,-87.647,49,2314776,2026,04,26
1,19,41.905,-87.65,41.919,-87.671,16,3407142,2026,04,22
0,3,41.885,-87.643,41.945,-87.669,87,403515,2026,04,22
1,2,41.929,-87.685,41.936,-87.652,11,2576174,2026,04,22
0,13,41.877,-87.745,41.899,-87.709,11,905028,2026,04,25
2,4,41.935,-87.752,41.93,-87.724,1,4216719,2026,04,22
0,12,41.962,-87.645,41.899,-87.626,29,843168,2026,04,25
1,21,41.892,-87.613,41.9,-87.665,14,3559942,2026,04,26
0,18,41.922,-87.651,41.892,-87.632,46,1542988,2026,04,26
0,22,41.871,-87.631,41.881,-87.633,627,2083205,2026,04,22
1,6,41.895,-87.62,41.965,-87.703,2,2865548,2026,04,22
0,14,41.879,-87.643,41.844,-87.683,23,1026446,2026,04,22
0,23,41.791,-87.594,41.943,-87.643,1,2209500,2026,04,26
0,16,41.979,-87.903,41.892,-87.629,1004,1325669,2026,04,22
2,1,41.885,-87.643,41.892,-87.632,542,3915561,2026,04,22
0,1,41.879,-87.657,41.879,-87.672,444,175903,2026,04,22
1,6,41.885,-87.657,41.979,-87.658,15,2860277,2026,04,22
2,22,41.935,-87.647,41.881,-87.633,16,5019343,2026,04,26
1,18,41.922,-87.656,41.885,-87.657,35,3341668,2026,04,22
0,15,41.922,-87.664,41.943,-87.652,14,1176998,2026,04,22
0,14,41.881,-87.633,41.885,-87.621,3199,1027105,2026,04,22
2,22,41.979,-87.903,41.945,-87.669,37,5034847,2026,04,26
2,0,41.979,-87.903,41.885,-87.657,143,3877305,2026,04,22
1,1,41.881,-87.633,41.885,-87.643,495,2461862,2026,04,25
2,23,41.958,-87.676,41.972,-87.671,6,5090605,2026,04,26
1,19,41.9,-87.68,41.893,-87.638,21,3404918,2026,04,22
0,17,41.871,-87.622,41.949,-87.657,32,1385188,2026,04,22
0,23,41.869,-87.664,41.863,-87.673,25,2235853,2026,04,26
0,16,41.728,-87.576,41.777,-87.611,3,1222525,2026,04,22
0,20,41.893,-87.626,41.915,-87.632,239,1797758,2026,04,22
0,20,41.877,-87.738,41.884,-87.723,2,1782851,2026,04,22
0,14,41.9,-87.629,41.915,-87.632,35,1040746,2026,04,22
2,22,41.881,-87.633,41.881,-87.633,283,4997915,2026,04,26
0,12,41.892,-87.632,41.881,-87.633,2498,816276,2026,04,25
0,15,41.842,-87.656,41.893,-87.638,6,1134247,2026,04,22
0,12,41.958,-87.653,41.83,-87.724,11,842210,2026,04,25
0,16,41.842,-87.632,41.98,-87.664,1,1254803,2026,04,22
1,16,41.881,-87.633,41.912,-87.675,21,3188937,2026,04,22
0,1,41.851,-87.635,41.9,-87.68,7,163855,2026,04,22
0,1,41.885,-87.621,41.892,-87.632,3086,180455,2026,04,22
1,12,41.929,-87.712,41.885,-87.657,7,3016941,2026,04,26
2,20,41.891,-87.619,41.958,-87.692,2,4878756,2026,04,22
0,0,41.893,-87.638,41.922,-87.664,213,60994,2026,04,22
0,19,41.885,-87.621,41.885,-87.621,921,1649767,2026,04,25
0,4,41.703,-87.615,41.859,-87.617,1,473538,2026,04,22
2,16,41.786,-87.751,41.881,-87.633,104,4638449,2026,04,22
1,3,41.922,-87.651,41.936,-87.656,56,2657869,2026,04,22
0,15,41.856,-87.644,41.791,-87.583,1,1139269,2026,04,22
0,2,41.906,-87.675,41.943,-87.657,21,310227,2026,04,26
2,1,41.915,-87.632,41.949,-87.657,29,3934323,2026,04,22
0,21,41.871,-87.631,41.892,-87.632,408,1929489,2026,04,22
0,22,41.891,-87.77,41.777,-87.693,1,2095203,2026,04,22
2,4,41.856,-87.66,41.885,-87.657,151,4175008,2026,04,22
1,6,41.893,-87.638,41.892,-87.632,371,2864598,2026,04,22
