group_id,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
4862729,1495,1232,9572,1808,11067,3040s,"{'BUS', 'WALK'}"
3327896,837,749,874,401,1711,1150s,"{'BUS', 'WALK'}"
1923060,1673,1382,3345,848,5018,2249s,"{'BUS', 'WALK'}"
2458205,645,536,1963,516,2608,1053s,"{'BUS', 'WALK'}"
4130987,585,483,1210,301,1795,785s,"{'BUS', 'WALK'}"
3188543,855,745,4484,1083,5339,1876s,"{'BUS', 'WALK'}"
2352844,294,241,2773,661,3067,902s,"{'BUS', 'WALK'}"
3829825,868,728,1174,277,2042,1013s,"{'BUS', 'WALK'}"
2089121,488,457,3037,1224,3525,2169s,"{'BUS', 'WALK'}"
1223785,1273,1099,6603,1263,7876,2677s,"{'BUS', 'WALK'}"
310457,548,600,4401,856,4949,1853s,"{'SUBWAY', 'BUS', 'WALK'}"
1633797,1857,1695,4943,840,6800,2535s,"{'SUBWAY', 'WALK'}"
2350309,694,569,1829,436,2523,1006s,"{'BUS', 'WALK'}"
4536182,544,484,446,183,990,668s,"{'BUS', 'WALK'}"
71105,1158,960,3528,1028,4686,2004s,"{'BUS', 'WALK'}"
1705105,1820,1541,2962,390,4782,1932s,"{'SUBWAY', 'WALK'}"
4035521,522,432,1742,511,2264,943s,"{'BUS', 'WALK'}"
4962376,943,874,6713,870,7656,1745s,"{'SUBWAY', 'WALK'}"
1573550,2227,1912,28148,2550,30375,4462s,"{'SUBWAY', 'WALK'}"
1033499,1083,1071,3379,420,4462,1491s,"{'SUBWAY', 'WALK'}"
1029327,964,979,6702,1020,7666,2339s,"{'SUBWAY', 'WALK'}"
2021557,638,536,1033,528,1671,1064s,"{'BUS', 'WALK'}"
4106877,727,617,892,251,1619,869s,"{'BUS', 'WALK'}"
3257378,462,401,10526,2620,10988,3525s,"{'BUS', 'WALK'}"
4262509,1558,1369,5269,727,6827,2315s,"{'SUBWAY', 'BUS', 'WALK'}"
1989115,533,453,8901,2983,9434,3443s,"{'BUS', 'WALK'}"
2716709,746,773,1848,240,2594,1013s,"{'SUBWAY', 'WALK'}"
4521980,1985,1681,26666,3499,28651,5884s,"{'BUS', 'WALK'}"
2829193,564,470,3681,676,4245,1147s,"{'BUS', 'WALK'}"
4621360,1002,958,9883,1452,10885,2966s,"{'SUBWAY', 'BUS', 'WALK'}"
2669388,967,944,2865,360,3832,1304s,"{'SUBWAY', 'WALK'}"
2640378,362,318,4220,1092,4582,1410s,"{'BUS', 'WALK'}"
2094185,426,339,3231,1035,3657,1374s,"{'BUS', 'WALK'}"
2394507,1105,908,1598,372,2703,1289s,"{'BUS', 'WALK'}"
1113536,592,493,12260,2273,12852,3072s,"{'BUS', 'WALK'}"
817602,679,599,0,0,679,599s,{'WALK'}
1104566,630,530,10023,1715,10653,2254s,"{'BUS', 'WALK'}"
3904001,258,222,3569,943,3827,1757s,"{'BUS', 'WALK'}"
1016148,1240,1028,2494,850,3734,1879s,"{'BUS', 'WALK'}"
3342199,647,530,5495,2113,6142,2707s,"{'BUS', 'WALK'}"
4176404,1335,1120,15634,3261,16969,4903s,"{'BUS', 'WALK'}"
3856149,1041,1010,3801,510,4842,1522s,"{'SUBWAY', 'WALK'}"
2386801,1168,981,8344,1686,9512,2708s,"{'BUS', 'WALK'}"
915016,351,330,6517,1543,6868,2086s,"{'BUS', 'WALK'}"
2090674,1733,1554,28445,2820,30178,4375s,"{'SUBWAY', 'WALK'}"
3474828,831,710,2712,572,3543,1285s,"{'BUS', 'WALK'}"
4892275,1195,937,7687,1168,8882,2331s,"{'SUBWAY', 'BUS', 'WALK'}"
153096,619,521,6655,1503,7274,2708s,"{'BUS', 'WALK'}"
5066218,707,757,17192,1857,17899,3749s,"{'SUBWAY', 'BUS', 'WALK'}"
1275094,723,612,3795,860,4518,1472s,"{'BUS', 'WALK'}"
579404,1032,1016,11703,1718,12735,3319s,"{'SUBWAY', 'BUS', 'WALK'}"
1950350,759,667,1527,688,2286,1355s,"{'BUS', 'WALK'}"
4604026,340,285,3086,851,3426,1582s,"{'BUS', 'WALK'}"
56003,993,998,4087,619,5080,1835s,"{'SUBWAY', 'BUS', 'WALK'}"
4105091,683,604,992,311,1675,943s,"{'BUS', 'WALK'}"
2860191,1358,1146,7923,1751,9281,2897s,"{'BUS', 'WALK'}"
356674,751,655,3576,816,4327,1480s,"{'BUS', 'WALK'}"
1409946,216,178,5169,1160,5385,1365s,"{'BUS', 'WALK'}"
1384919,2210,1913,17688,1440,19898,3961s,"{'SUBWAY', 'BUS', 'WALK'}"
1393805,1549,1331,29169,2909,30718,4681s,"{'SUBWAY', 'BUS', 'WALK'}"
982481,324,283,1943,417,2267,700s,"{'BUS', 'WALK'}"
2531718,1109,927,0,0,1109,928s,{'WALK'}
3466142,1213,1055,26485,3786,27698,5380s,"{'SUBWAY', 'BUS', 'WALK'}"
1134939,854,828,14795,2763,15649,3867s,"{'SUBWAY', 'BUS', 'WALK'}"
1529438,491,419,1067,387,1558,806s,"{'BUS', 'WALK'}"
2266628,977,811,4032,1011,5009,2412s,"{'BUS', 'WALK'}"
1039140,494,428,3459,1405,3953,1834s,"{'BUS', 'WALK'}"
2743063,1645,1300,8272,840,9917,2142s,"{'SUBWAY', 'WALK'}"
4605673,467,392,6303,2014,6770,2618s,"{'BUS', 'WALK'}"
543200,250,224,1194,238,1444,463s,"{'BUS', 'WALK'}"
