day_type,start_hour,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,group_n,group_id,representative_year,representative_month,representative_day,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
0,22,41.885,-87.621,41.871,-87.622,830,2094185,2026,4,22,426.0,339.0,3231.0,1035.0,3657.0,1374s,"{'BUS', 'WALK'}"
1,0,41.922,-87.656,41.922,-87.634,38,2394507,2026,4,25,1105.0,908.0,1598.0,372.0,2703.0,1289s,"{'BUS', 'WALK'}"
0,15,41.774,-87.693,41.813,-87.604,2,1113536,2026,4,22,592.0,493.0,12260.0,2273.0,12852.0,3072s,"{'BUS', 'WALK'}"
0,12,41.893,-87.626,41.895,-87.62,323,817602,2026,4,25,679.0,599.0,0.0,0.0,679.0,599s,{'WALK'}
0,15,41.748,-87.649,41.664,-87.637,12,1104566,2026,4,22,630.0,530.0,10023.0,1715.0,10653.0,2254s,"{'BUS', 'WALK'}"
2,1,41.849,-87.624,41.868,-87.643,26,3904001,2026,4,22,258.0,222.0,3569.0,943.0,3827.0,1757s,"{'BUS', 'WALK'}"
0,14,41.859,-87.617,41.868,-87.643,716,1016148,2026,4,22,1240.0,1028.0,2494.0,850.0,3734.0,1879s,"{'BUS', 'WALK'}"
1,18,41.922,-87.641,41.871,-87.631,4,3342199,2026,4,22,647.0,530.0,5495.0,2113.0,6142.0,2707s,"{'BUS', 'WALK'}"
2,4,41.859,-87.617,41.958,-87.692,8,4176404,2026,4,22,1335.0,1120.0,15634.0,3261.0,16969.0,4903s,"{'BUS', 'WALK'}"
2,0,41.936,-87.652,41.916,-87.641,9,3856149,2026,4,22,1041.0,1010.0,3801.0,510.0,4842.0,1522s,"{'SUBWAY', 'WALK'}"
1,0,41.908,-87.671,41.898,-87.77,5,2386801,2026,4,25,1168.0,981.0,8344.0,1686.0,9512.0,2708s,"{'BUS', 'WALK'}"
0,13,41.893,-87.638,41.935,-87.64,33,915016,2026,4,22,351.0,330.0,6517.0,1543.0,6868.0,2086s,"{'BUS', 'WALK'}"
0,22,41.881,-87.633,41.979,-87.903,6216,2090674,2026,4,22,1733.0,1554.0,28445.0,2820.0,30178.0,4375s,"{'SUBWAY', 'WALK'}"
1,20,41.885,-87.657,41.892,-87.689,17,3474828,2026,4,22,831.0,710.0,2712.0,572.0,3543.0,1285s,"{'BUS', 'WALK'}"
2,20,41.922,-87.651,41.871,-87.622,9,4892275,2026,4,22,1195.0,937.0,7687.0,1168.0,8882.0,2331s,"{'SUBWAY', 'BUS', 'WALK'}"
0,1,41.798,-87.599,41.765,-87.564,1,153096,2026,4,22,619.0,521.0,6655.0,1503.0,7274.0,2708s,"{'BUS', 'WALK'}"
2,23,41.899,-87.626,41.777,-87.693,1,5066218,2026,4,26,707.0,757.0,17192.0,1857.0,17899.0,3749s,"{'SUBWAY', 'BUS', 'WALK'}"
0,16,41.891,-87.619,41.922,-87.634,242,1275094,2026,4,22,723.0,612.0,3795.0,860.0,4518.0,1472s,"{'BUS', 'WALK'}"
0,5,41.856,-87.66,41.921,-87.705,10,579404,2026,4,22,1032.0,1016.0,11703.0,1718.0,12735.0,3319s,"{'SUBWAY', 'BUS', 'WALK'}"
0,21,41.898,-87.621,41.885,-87.621,861,1950350,2026,4,22,759.0,667.0,1527.0,688.0,2286.0,1355s,"{'BUS', 'WALK'}"
2,15,41.892,-87.613,41.902,-87.638,7,4604026,2026,4,22,340.0,285.0,3086.0,851.0,3426.0,1582s,"{'BUS', 'WALK'}"
0,0,41.891,-87.619,41.915,-87.646,127,56003,2026,4,22,993.0,998.0,4087.0,619.0,5080.0,1835s,"{'SUBWAY', 'BUS', 'WALK'}"
2,3,41.899,-87.626,41.907,-87.636,133,4105091,2026,4,22,683.0,604.0,992.0,311.0,1675.0,943s,"{'BUS', 'WALK'}"
1,6,41.885,-87.657,41.946,-87.654,135,2860191,2026,4,22,1358.0,1146.0,7923.0,1751.0,9281.0,2897s,"{'BUS', 'WALK'}"
0,2,41.98,-87.671,41.949,-87.652,54,356674,2026,4,25,751.0,655.0,3576.0,816.0,4327.0,1480s,"{'BUS', 'WALK'}"
0,17,41.908,-87.627,41.95,-87.644,34,1409946,2026,4,26,216.0,178.0,5169.0,1160.0,5385.0,1365s,"{'BUS', 'WALK'}"
0,17,41.871,-87.622,41.786,-87.751,695,1384919,2026,4,22,2210.0,1913.0,17688.0,1440.0,19898.0,3961s,"{'SUBWAY', 'BUS', 'WALK'}"
0,17,41.885,-87.621,41.979,-87.903,7086,1393805,2026,4,26,1549.0,1331.0,29169.0,2909.0,30718.0,4681s,"{'SUBWAY', 'BUS', 'WALK'}"
0,14,41.756,-87.552,41.765,-87.564,6,982481,2026,4,22,324.0,283.0,1943.0,417.0,2267.0,700s,"{'BUS', 'WALK'}"
1,2,41.79,-87.601,41.798,-87.599,166,2531718,2026,4,22,1109.0,927.0,0.0,0.0,1109.0,928s,{'WALK'}
1,20,41.856,-87.66,41.685,-87.671,1,3466142,2026,4,22,1213.0,1055.0,26485.0,3786.0,27698.0,5380s,"{'SUBWAY', 'BUS', 'WALK'}"
0,15,41.842,-87.622,41.941,-87.671,1,1134939,2026,4,22,854.0,828.0,14795.0,2763.0,15649.0,3867s,"{'SUBWAY', 'BUS', 'WALK'}"
0,18,41.9,-87.632,41.895,-87.62,361,1529438,2026,4,26,491.0,419.0,1067.0,387.0,1558.0,806s,"{'BUS', 'WALK'}"
0,23,41.906,-87.675,41.929,-87.646,64,2266628,2026,4,26,977.0,811.0,4032.0,1011.0,5009.0,2412s,"{'BUS', 'WALK'}"
0,14,41.899,-87.626,41.879,-87.643,720,1039140,2026,4,22,494.0,428.0,3459.0,1405.0,3953.0,1834s,"{'BUS', 'WALK'}"
1,4,41.928,-87.705,41.892,-87.632,51,2743063,2026,4,22,1645.0,1300.0,8272.0,840.0,9917.0,2142s,"{'SUBWAY', 'WALK'}"
2,15,41.898,-87.621,41.879,-87.672,9,4605673,2026,4,22,467.0,392.0,6303.0,2014.0,6770.0,2618s,"{'BUS', 'WALK'}"
0,4,41.943,-87.652,41.935,-87.647,43,543200,2026,4,22,250.0,224.0,1194.0,238.0,1444.0,463s,"{'BUS', 'WALK'}"
0,1,41.892,-87.629,41.879,-87.643,694,184808,2026,4,22,511.0,573.0,2599.0,511.0,3110.0,1470s,"{'SUBWAY', 'BUS', 'WALK'}"
0,11,41.881,-87.633,41.879,-87.643,493,755394,2026,4,26,544.0,484.0,446.0,103.0,990.0,588s,"{'BUS', 'WALK'}"
0,0,41.92,-87.68,41.928,-87.705,57,81438,2026,4,22,1120.0,940.0,1980.0,437.0,3100.0,1378s,"{'BUS', 'WALK'}"
0,13,41.813,-87.619,41.783,-87.583,15,887276,2026,4,25,941.0,809.0,6102.0,1178.0,7043.0,2618s,"{'BUS', 'WALK'}"
0,14,41.881,-87.633,41.885,-87.643,1866,1027104,2026,4,22,287.0,254.0,1249.0,424.0,1536.0,679s,"{'BUS', 'WALK'}"
0,23,41.95,-87.644,42.005,-87.659,5,2307515,2026,4,26,709.0,681.0,7318.0,1176.0,8027.0,2106s,"{'SUBWAY', 'BUS', 'WALK'}"
1,3,41.915,-87.654,41.958,-87.66,9,2652827,2026,4,22,1298.0,1099.0,4839.0,1137.0,6137.0,2548s,"{'BUS', 'WALK'}"
0,5,41.786,-87.751,41.783,-87.599,54,572824,2026,4,22,1535.0,1247.0,11910.0,2062.0,13445.0,3310s,"{'BUS', 'WALK'}"
0,5,41.915,-87.632,41.9,-87.629,44,603125,2026,4,22,451.0,404.0,1788.0,298.0,2239.0,702s,"{'BUS', 'WALK'}"
0,13,41.965,-87.663,41.895,-87.62,176,953272,2026,4,22,634.0,571.0,9934.0,1539.0,10568.0,2395s,"{'SUBWAY', 'BUS', 'WALK'}"
0,4,41.921,-87.695,41.929,-87.636,4,528532,2026,4,22,985.0,816.0,7699.0,1531.0,8684.0,2631s,"{'BUS', 'WALK'}"
1,16,41.786,-87.751,41.885,-87.621,209,3174875,2026,4,22,1385.0,1307.0,21293.0,2340.0,22678.0,3982s,"{'SUBWAY', 'BUS', 'WALK'}"
0,5,41.921,-87.685,41.893,-87.626,7,605648,2026,4,22,1059.0,1014.0,7386.0,1027.0,8445.0,2315s,"{'SUBWAY', 'BUS', 'WALK'}"
0,17,41.909,-87.631,41.898,-87.621,24,1410054,2026,4,26,888.0,723.0,1321.0,296.0,2209.0,1019s,"{'BUS', 'WALK'}"
2,18,41.885,-87.657,41.958,-87.66,7,4760072,2026,4,22,2011.0,1679.0,8163.0,1980.0,10174.0,3666s,"{'BUS', 'WALK'}"
0,0,41.881,-87.633,41.893,-87.626,3622,50995,2026,4,22,665.0,597.0,1353.0,490.0,2018.0,1087s,"{'BUS', 'WALK'}"
1,18,41.885,-87.657,41.879,-87.643,132,3325052,2026,4,22,1042.0,930.0,1094.0,307.0,2136.0,1237s,"{'BUS', 'WALK'}"
0,1,41.871,-87.631,41.885,-87.657,722,171421,2026,4,22,1269.0,1213.0,2660.0,450.0,3929.0,1663s,"{'SUBWAY', 'WALK'}"
1,5,41.943,-87.643,41.964,-87.652,9,2829404,2026,4,22,699.0,573.0,2541.0,474.0,3240.0,1057s,"{'BUS', 'WALK'}"
0,4,41.879,-87.657,41.859,-87.617,135,501907,2026,4,22,1092.0,902.0,5015.0,1170.0,6107.0,2878s,"{'BUS', 'WALK'}"
2,0,41.9,-87.675,41.898,-87.654,61,3832229,2026,4,22,814.0,694.0,1605.0,374.0,2419.0,1069s,"{'BUS', 'WALK'}"
0,21,41.892,-87.629,41.892,-87.632,143,1945616,2026,4,22,292.0,255.0,0.0,0.0,292.0,255s,{'WALK'}
0,3,41.747,-87.557,41.777,-87.611,3,369782,2026,4,25,1182.0,1000.0,6726.0,1332.0,7908.0,2998s,"{'BUS', 'WALK'}"
0,1,41.877,-87.622,41.929,-87.661,37,174722,2026,4,22,1732.0,1500.0,6856.0,1020.0,8588.0,2521s,"{'SUBWAY', 'WALK'}"
0,17,41.936,-87.652,41.97,-87.76,5,1427005,2026,4,26,1252.0,1008.0,11536.0,1985.0,12788.0,3274s,"{'SUBWAY', 'BUS', 'WALK'}"
0,4,41.892,-87.632,41.859,-87.617,1035,509154,2026,4,22,1149.0,957.0,3849.0,984.0,4998.0,2158s,"{'BUS', 'WALK'}"
2,3,41.973,-87.664,41.936,-87.661,6,4149632,2026,4,22,1569.0,1366.0,3684.0,661.0,5253.0,2028s,"{'BUS', 'WALK'}"
0,5,41.783,-87.599,41.79,-87.601,818,572475,2026,4,22,1021.0,852.0,0.0,0.0,1021.0,851s,{'WALK'}
2,7,41.893,-87.638,41.891,-87.619,249,4404517,2026,4,25,271.0,262.0,2338.0,560.0,2609.0,824s,"{'BUS', 'WALK'}"
1,7,41.907,-87.636,41.893,-87.638,169,2919391,2026,4,22,1863.0,1553.0,0.0,0.0,1863.0,1553s,{'WALK'}
0,18,41.936,-87.652,41.943,-87.739,1,1553216,2026,4,25,1340.0,1102.0,7005.0,2120.0,8345.0,3238s,"{'BUS', 'WALK'}"
0,20,41.806,-87.587,41.749,-87.547,1,1757504,2026,4,22,1417.0,1187.0,7989.0,1020.0,9406.0,2208s,"{'HEAVY_RAIL', 'WALK'}"
1,7,41.929,-87.646,41.936,-87.671,2,2927434,2026,4,22,2386.0,2026.0,0.0,0.0,2386.0,2026s,{'WALK'}
2,3,41.903,-87.626,41.915,-87.632,44,4107721,2026,4,22,277.0,220.0,1539.0,278.0,1816.0,520s,"{'BUS', 'WALK'}"
0,14,41.848,-87.691,41.868,-87.643,44,1012649,2026,4,22,800.0,678.0,6074.0,1616.0,6874.0,2536s,"{'BUS', 'WALK'}"
1,0,41.979,-87.903,41.801,-87.585,19,2424364,2026,4,25,1397.0,1187.0,39122.0,3779.0,40519.0,5379s,"{'SUBWAY', 'BUS', 'WALK'}"
0,13,41.755,-87.651,41.766,-87.599,20,867340,2026,4,25,1182.0,982.0,5492.0,1350.0,6674.0,2691s,"{'BUS', 'WALK'}"
2,6,41.943,-87.647,41.893,-87.653,22,4374748,2026,4,26,1070.0,1009.0,8751.0,1397.0,9821.0,2631s,"{'SUBWAY', 'BUS', 'WALK'}"
0,16,41.893,-87.626,41.979,-87.903,4431,1279120,2026,4,22,1605.0,1398.0,28038.0,2963.0,29643.0,4865s,"{'SUBWAY', 'BUS', 'WALK'}"
1,18,41.943,-87.701,41.915,-87.632,6,3351028,2026,4,22,1038.0,906.0,7583.0,1866.0,8621.0,3248s,"{'BUS', 'WALK'}"
0,21,41.915,-87.654,41.922,-87.634,71,1964971,2026,4,22,1001.0,814.0,1598.0,377.0,2599.0,1231s,"{'BUS', 'WALK'}"
0,13,41.898,-87.77,41.877,-87.681,19,916372,2026,4,22,500.0,430.0,9463.0,1895.0,9963.0,3162s,"{'BUS', 'WALK'}"
0,16,41.813,-87.599,41.82,-87.61,1,1248595,2026,4,22,990.0,811.0,680.0,163.0,1670.0,989s,"{'BUS', 'WALK'}"
1,0,41.9,-87.67,41.943,-87.701,7,2381437,2026,4,25,1581.0,1470.0,6468.0,823.0,8049.0,2563s,"{'SUBWAY', 'BUS', 'WALK'}"
0,2,41.742,-87.63,41.868,-87.714,6,257450,2026,4,26,1774.0,1547.0,20866.0,2778.0,22640.0,4744s,"{'SUBWAY', 'BUS', 'WALK'}"
1,6,41.98,-87.694,41.892,-87.613,4,2898661,2026,4,22,1404.0,1266.0,16489.0,3034.0,17893.0,5580s,"{'BUS', 'WALK'}"
0,14,41.856,-87.683,41.885,-87.657,72,1014389,2026,4,22,902.0,838.0,6136.0,660.0,7038.0,1500s,"{'SUBWAY', 'WALK'}"
0,23,41.872,-87.654,41.885,-87.657,288,2239011,2026,4,26,1741.0,1523.0,0.0,0.0,1741.0,1523s,{'WALK'}
0,19,41.893,-87.626,41.898,-87.621,400,1656177,2026,4,25,610.0,525.0,567.0,286.0,1177.0,812s,"{'BUS', 'WALK'}"
1,16,41.885,-87.621,41.979,-87.903,832,3190710,2026,4,22,2224.0,1884.0,28192.0,2730.0,30416.0,4615s,"{'SUBWAY', 'WALK'}"
1,15,41.898,-87.654,41.892,-87.613,28,3133408,2026,4,25,578.0,495.0,5799.0,1661.0,6377.0,2156s,"{'BUS', 'WALK'}"
1,12,41.776,-87.58,41.756,-87.584,1,3005084,2026,4,26,960.0,833.0,2152.0,352.0,3112.0,1186s,"{'BUS', 'WALK'}"
0,15,41.859,-87.617,41.877,-87.622,859,1139948,2026,4,22,798.0,675.0,2647.0,360.0,3445.0,1035s,"{'HEAVY_RAIL', 'WALK'}"
0,2,41.879,-87.643,41.879,-87.657,178,290996,2026,4,26,694.0,644.0,1217.0,268.0,1911.0,912s,"{'BUS', 'WALK'}"
0,13,41.871,-87.622,41.859,-87.617,1515,903301,2026,4,25,1637.0,1331.0,1678.0,120.0,3315.0,1451s,"{'HEAVY_RAIL', 'WALK'}"
0,2,41.893,-87.626,41.881,-87.633,2015,301422,2026,4,26,646.0,575.0,1888.0,632.0,2534.0,1208s,"{'BUS', 'WALK'}"
1,3,41.885,-87.643,41.9,-87.665,54,2635329,2026,4,22,344.0,297.0,2512.0,492.0,2856.0,790s,"{'BUS', 'WALK'}"
0,11,41.942,-87.747,41.893,-87.626,37,767934,2026,4,26,783.0,802.0,14558.0,2222.0,15341.0,3751s,"{'SUBWAY', 'BUS', 'WALK'}"
1,16,42.016,-87.673,41.935,-87.64,1,3230096,2026,4,22,483.0,540.0,10287.0,1674.0,10770.0,2494s,"{'SUBWAY', 'BUS', 'WALK'}"
0,13,41.958,-87.684,41.885,-87.621,67,949060,2026,4,22,916.0,813.0,12013.0,1839.0,12929.0,3220s,"{'BUS', 'WALK'}"
0,4,41.916,-87.675,41.899,-87.689,11,526192,2026,4,22,1385.0,1181.0,2083.0,390.0,3468.0,1575s,"{'BUS', 'WALK'}"
0,23,41.967,-87.652,41.98,-87.694,8,2319369,2026,4,26,674.0,614.0,4423.0,1057.0,5097.0,1905s,"{'BUS', 'WALK'}"
0,22,41.885,-87.643,41.877,-87.622,605,2093547,2026,4,22,869.0,832.0,1991.0,390.0,2860.0,1223s,"{'SUBWAY', 'WALK'}"
0,5,41.921,-87.7,41.898,-87.654,14,605136,2026,4,22,754.0,885.0,4545.0,450.0,5299.0,1335s,"{'SUBWAY', 'WALK'}"
0,20,41.892,-87.632,41.891,-87.619,547,1795010,2026,4,22,308.0,270.0,1122.0,283.0,1430.0,553s,"{'BUS', 'WALK'}"
1,23,41.893,-87.626,41.893,-87.653,157,3736078,2026,4,25,572.0,500.0,2587.0,761.0,3159.0,1263s,"{'BUS', 'WALK'}"
0,5,41.879,-87.672,41.907,-87.636,60,585102,2026,4,22,1203.0,1007.0,6229.0,1124.0,7432.0,2461s,"{'SUBWAY', 'BUS', 'WALK'}"
0,12,41.804,-87.731,41.808,-87.699,13,796915,2026,4,25,449.0,368.0,3511.0,569.0,3960.0,946s,"{'BUS', 'WALK'}"
2,16,41.909,-87.631,41.881,-87.633,26,4659422,2026,4,22,565.0,497.0,2839.0,970.0,3404.0,1467s,"{'BUS', 'WALK'}"
2,1,41.885,-87.621,41.885,-87.657,1702,3916026,2026,4,22,1159.0,1081.0,2489.0,450.0,3648.0,1531s,"{'SUBWAY', 'WALK'}"
0,13,41.902,-87.638,41.885,-87.657,312,920539,2026,4,22,576.0,604.0,4344.0,1242.0,4920.0,2302s,"{'SUBWAY', 'BUS', 'WALK'}"
0,18,41.744,-87.62,41.739,-87.689,8,1466395,2026,4,26,1411.0,1157.0,5871.0,1419.0,7282.0,2606s,"{'BUS', 'WALK'}"
1,20,41.946,-87.654,41.907,-87.636,38,3507015,2026,4,26,867.0,792.0,5977.0,690.0,6844.0,1484s,"{'SUBWAY', 'WALK'}"
1,14,41.871,-87.622,41.915,-87.654,7,3074051,2026,4,25,1788.0,1642.0,5341.0,750.0,7129.0,2392s,"{'SUBWAY', 'WALK'}"
0,3,41.892,-87.632,41.935,-87.693,54,407682,2026,4,22,812.0,827.0,7625.0,1180.0,8437.0,2531s,"{'SUBWAY', 'BUS', 'WALK'}"
0,21,41.885,-87.621,41.881,-87.633,3257,1940559,2026,4,22,264.0,219.0,1310.0,507.0,1574.0,727s,"{'BUS', 'WALK'}"
0,1,41.879,-87.657,41.994,-87.686,1,176189,2026,4,22,1720.0,1505.0,14572.0,1329.0,16292.0,3208s,"{'BUS', 'WALK', 'HEAVY_RAIL'}"
0,11,42.005,-87.663,41.898,-87.621,15,776603,2026,4,25,701.0,569.0,13122.0,1451.0,13823.0,2021s,"{'BUS', 'WALK'}"
0,6,41.885,-87.621,41.958,-87.66,24,643605,2026,4,26,1659.0,1338.0,9217.0,1760.0,10876.0,3098s,"{'BUS', 'WALK'}"
2,23,41.879,-87.672,41.936,-87.656,6,5057933,2026,4,26,945.0,792.0,7681.0,1685.0,8626.0,2994s,"{'BUS', 'WALK'}"
0,23,41.915,-87.654,41.892,-87.629,125,2274242,2026,4,26,791.0,812.0,3379.0,420.0,4170.0,1232s,"{'SUBWAY', 'WALK'}"
1,23,41.977,-87.702,41.983,-87.682,3,3783370,2026,4,22,940.0,834.0,1858.0,423.0,2798.0,1773s,"{'BUS', 'WALK'}"
0,22,41.863,-87.72,41.884,-87.723,4,2078388,2026,4,22,726.0,603.0,2362.0,639.0,3088.0,1244s,"{'BUS', 'WALK'}"
0,22,42.001,-87.702,42.0,-87.663,1,2176892,2026,4,22,635.0,544.0,3243.0,881.0,3878.0,1427s,"{'BUS', 'WALK'}"
2,5,41.929,-87.712,41.922,-87.646,11,4296127,2026,4,26,501.0,442.0,6150.0,1165.0,6651.0,1615s,"{'BUS', 'WALK'}"
1,23,41.885,-87.643,41.885,-87.643,71,3730665,2026,4,25,,,,,,,
0,16,41.756,-87.552,41.79,-87.601,78,1230080,2026,4,22,173.0,141.0,10467.0,2199.0,10640.0,2812s,"{'BUS', 'WALK'}"
2,22,41.769,-87.629,41.891,-87.619,1,4983677,2026,4,26,1172.0,1176.0,13979.0,1320.0,15151.0,2496s,"{'SUBWAY', 'WALK'}"
0,1,41.892,-87.632,41.891,-87.619,1568,184284,2026,4,22,692.0,610.0,1729.0,508.0,2421.0,1118s,"{'BUS', 'WALK'}"
2,1,41.856,-87.675,41.799,-87.709,2,3905200,2026,4,22,872.0,778.0,8722.0,1586.0,9594.0,2772s,"{'SUBWAY', 'BUS', 'WALK'}"
2,7,41.871,-87.631,41.868,-87.643,11,4398049,2026,4,25,656.0,557.0,970.0,114.0,1626.0,672s,"{'BUS', 'WALK'}"
0,21,41.945,-87.691,41.986,-87.769,3,1989968,2026,4,22,795.0,715.0,8695.0,1380.0,9490.0,2668s,"{'SUBWAY', 'BUS', 'WALK'}"
2,15,41.868,-87.714,41.868,-87.714,10,4597844,2026,4,22,,,,,,,
0,13,41.977,-87.762,41.979,-87.903,86,957083,2026,4,22,1714.0,1459.0,14213.0,1317.0,15927.0,3067s,"{'SUBWAY', 'BUS', 'WALK'}"
0,21,41.685,-87.671,41.682,-87.632,78,1869335,2026,4,22,1278.0,1073.0,2346.0,382.0,3624.0,1464s,"{'BUS', 'WALK'}"
0,23,41.798,-87.59,41.79,-87.601,1680,2212120,2026,4,26,960.0,802.0,926.0,220.0,1886.0,1023s,"{'BUS', 'WALK'}"
2,8,41.847,-87.664,41.938,-87.647,7,4439471,2026,4,25,1491.0,1247.0,13700.0,2065.0,15191.0,3853s,"{'SUBWAY', 'BUS', 'WALK'}"
0,16,41.905,-87.65,41.895,-87.62,242,1285677,2026,4,22,930.0,932.0,3652.0,754.0,4582.0,2031s,"{'SUBWAY', 'BUS', 'WALK'}"
0,23,41.893,-87.638,41.776,-87.638,4,2255317,2026,4,26,1224.0,1133.0,14176.0,1651.0,15400.0,3154s,"{'SUBWAY', 'BUS', 'WALK'}"
0,3,41.891,-87.619,41.899,-87.626,386,405270,2026,4,22,605.0,513.0,948.0,399.0,1553.0,922s,"{'BUS', 'WALK'}"
1,21,41.922,-87.641,41.929,-87.656,13,3576798,2026,4,26,1032.0,872.0,617.0,114.0,1649.0,987s,"{'BUS', 'WALK'}"
0,4,41.79,-87.601,41.79,-87.59,1721,484202,2026,4,22,969.0,793.0,0.0,0.0,969.0,794s,{'WALK'}
1,23,41.943,-87.641,41.929,-87.685,8,3767451,2026,4,22,509.0,448.0,4852.0,1491.0,5361.0,2446s,"{'BUS', 'WALK'}"
0,15,41.996,-87.656,41.874,-87.662,6,1212434,2026,4,22,635.0,562.0,17187.0,3086.0,17822.0,3958s,"{'BUS', 'WALK'}"
2,6,41.936,-87.661,41.95,-87.684,7,4370678,2026,4,26,1698.0,1445.0,1858.0,386.0,3556.0,1833s,"{'BUS', 'WALK'}"
0,0,41.79,-87.601,41.786,-87.751,111,20602,2026,4,22,1068.0,882.0,15156.0,2712.0,16224.0,3866s,"{'BUS', 'WALK'}"
0,10,41.935,-87.771,41.885,-87.621,25,733147,2026,4,26,1178.0,1138.0,17258.0,2313.0,18436.0,3679s,"{'SUBWAY', 'BUS', 'WALK'}"
2,6,41.892,-87.632,41.958,-87.653,58,4346229,2026,4,26,1024.0,1008.0,8370.0,1050.0,9394.0,2058s,"{'SUBWAY', 'WALK'}"
0,2,41.943,-87.652,41.859,-87.617,68,337107,2026,4,25,1481.0,1147.0,10746.0,1763.0,12227.0,3301s,"{'SUBWAY', 'BUS', 'WALK'}"
2,6,41.951,-87.667,41.929,-87.646,9,4379377,2026,4,25,1060.0,889.0,2831.0,416.0,3891.0,1313s,"{'BUS', 'WALK'}"
1,20,41.929,-87.651,41.979,-87.903,30,3498245,2026,4,22,1553.0,1421.0,29925.0,3778.0,31478.0,5470s,"{'SUBWAY', 'BUS', 'WALK'}"
0,17,41.945,-87.669,41.979,-87.903,170,1431939,2026,4,26,2084.0,1802.0,22118.0,2483.0,24202.0,4585s,"{'SUBWAY', 'BUS', 'WALK'}"
0,16,41.881,-87.633,41.898,-87.621,1163,1270759,2026,4,22,488.0,409.0,3165.0,1316.0,3653.0,1725s,"{'BUS', 'WALK'}"
1,15,41.902,-87.638,41.893,-87.638,37,3136068,2026,4,25,1118.0,930.0,0.0,0.0,1118.0,930s,{'WALK'}
2,22,41.748,-87.61,41.727,-87.658,5,4981806,2026,4,26,1110.0,925.0,7105.0,1179.0,8215.0,2499s,"{'BUS', 'WALK'}"
0,13,41.936,-87.661,41.979,-87.903,266,939297,2026,4,22,1897.0,1579.0,23594.0,2744.0,25491.0,4754s,"{'SUBWAY', 'BUS', 'WALK'}"
2,19,41.929,-87.646,41.929,-87.666,9,4835259,2026,4,22,858.0,731.0,1605.0,509.0,2463.0,1241s,"{'BUS', 'WALK'}"
0,21,41.893,-87.626,41.9,-87.665,70,1947920,2026,4,22,875.0,753.0,3837.0,1398.0,4712.0,2211s,"{'BUS', 'WALK'}"
2,0,41.929,-87.712,41.987,-87.665,5,3849455,2026,4,22,157.0,161.0,11133.0,2305.0,11290.0,2962s,"{'BUS', 'WALK'}"
0,22,41.967,-87.684,41.987,-87.694,22,2162156,2026,4,22,1034.0,877.0,2040.0,573.0,3074.0,1450s,"{'BUS', 'WALK'}"
0,14,41.786,-87.751,41.881,-87.633,2691,994254,2026,4,22,849.0,720.0,19997.0,2069.0,20846.0,3161s,"{'SUBWAY', 'BUS', 'WALK'}"
0,17,41.755,-87.61,41.798,-87.59,9,1348865,2026,4,22,854.0,726.0,6750.0,1516.0,7604.0,2970s,"{'BUS', 'WALK'}"
1,22,41.951,-87.676,41.885,-87.657,34,3680183,2026,4,25,1539.0,1296.0,7347.0,1787.0,8886.0,3111s,"{'BUS', 'WALK'}"
0,21,41.9,-87.632,41.885,-87.657,460,1954163,2026,4,22,853.0,735.0,3059.0,1166.0,3912.0,2255s,"{'BUS', 'WALK'}"
0,20,41.9,-87.67,41.922,-87.656,7,1803145,2026,4,22,801.0,704.0,4647.0,818.0,5448.0,1833s,"{'BUS', 'WALK'}"
0,22,41.885,-87.621,41.881,-87.633,3452,2094209,2026,4,22,323.0,290.0,1318.0,428.0,1641.0,720s,"{'BUS', 'WALK'}"
0,0,41.979,-87.903,41.891,-87.619,3325,122400,2026,4,22,1565.0,1285.0,29867.0,2985.0,31432.0,4511s,"{'SUBWAY', 'BUS', 'WALK'}"
0,1,41.893,-87.638,41.898,-87.621,490,186567,2026,4,22,381.0,342.0,1699.0,537.0,2080.0,880s,"{'BUS', 'WALK'}"
0,17,41.792,-87.611,41.871,-87.622,5,1362516,2026,4,22,882.0,735.0,12403.0,1673.0,13285.0,2723s,"{'BUS', 'WALK'}"
0,13,41.9,-87.67,41.881,-87.633,809,919251,2026,4,22,1099.0,1105.0,4358.0,540.0,5457.0,1646s,"{'SUBWAY', 'WALK'}"
0,15,41.892,-87.632,41.881,-87.633,3202,1157147,2026,4,22,271.0,250.0,1118.0,411.0,1389.0,661s,"{'BUS', 'WALK'}"
1,16,41.879,-87.643,41.915,-87.632,76,3188548,2026,4,22,594.0,512.0,4740.0,1458.0,5334.0,1978s,"{'BUS', 'WALK'}"
0,20,41.881,-87.633,41.885,-87.643,1934,1787076,2026,4,22,287.0,254.0,1249.0,464.0,1536.0,719s,"{'BUS', 'WALK'}"
0,22,41.881,-87.633,41.689,-87.617,3,2090029,2026,4,22,1181.0,1047.0,21934.0,2161.0,23115.0,3547s,"{'SUBWAY', 'BUS', 'WALK'}"
0,4,41.943,-87.652,41.885,-87.621,222,543074,2026,4,22,1336.0,1177.0,7478.0,900.0,8814.0,2077s,"{'SUBWAY', 'WALK'}"
1,1,41.928,-87.705,41.938,-87.639,10,2488379,2026,4,25,1056.0,893.0,5426.0,1335.0,6482.0,2244s,"{'BUS', 'WALK'}"
