group_id,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
2258640,1812,1523,2781,916,4593,2439s,"{'WALK', 'BUS'}"
1145455,1884,1734,2876,480,4760,2215s,"{'WALK', 'SUBWAY'}"
1277284,693,641,867,306,1560,947s,"{'WALK', 'BUS'}"
4756685,1633,1348,1776,451,3409,1800s,"{'WALK', 'BUS'}"
2475930,653,578,6462,1336,7115,2529s,"{'WALK', 'BUS'}"
1275092,367,317,5105,1192,5472,2345s,"{'WALK', 'BUS'}"
1682069,1920,1607,24758,3406,26678,5279s,"{'WALK', 'BUS', 'SUBWAY'}"
2373514,1624,1486,9078,1279,10702,2983s,"{'WALK', 'BUS', 'SUBWAY'}"
1647633,1019,944,8929,1260,9948,2204s,"{'WALK', 'SUBWAY'}"
3997762,1468,1236,3570,921,5038,2159s,"{'WALK', 'BUS'}"
3333600,1224,1069,995,319,2219,1390s,"{'WALK', 'BUS'}"
179810,739,630,2427,559,3166,1189s,"{'WALK', 'BUS'}"
4649259,204,179,1136,429,1340,608s,"{'WALK', 'BUS'}"
4376387,1206,1165,7574,930,8780,2096s,"{'WALK', 'SUBWAY'}"
2489634,776,648,6506,1569,7282,2507s,"{'WALK', 'BUS'}"
1676763,1656,1440,5844,660,7500,2100s,"{'WALK', 'SUBWAY'}"
1409638,718,638,1204,263,1922,901s,"{'WALK', 'BUS'}"
907570,1652,1474,5936,810,7588,2295s,"{'WALK', 'SUBWAY'}"
4937932,2765,2368,26199,2460,28964,4830s,"{'WALK', 'SUBWAY'}"
293742,1067,901,6094,1674,7161,2575s,"{'WALK', 'BUS'}"
587855,1067,901,6094,1502,7161,2403s,"{'WALK', 'BUS'}"
3622518,331,288,1287,194,1618,483s,"{'WALK', 'BUS'}"
1770224,890,779,4817,1607,5707,2386s,"{'WALK', 'BUS'}"
4283040,1393,1197,6795,1479,8188,3085s,"{'WALK', 'BUS'}"
270980,583,475,0,0,583,475s,{'WALK'}
2098466,671,675,3762,650,4433,1747s,"{'WALK', 'BUS', 'SUBWAY'}"
1164559,592,507,2544,716,3136,1259s,"{'WALK', 'BUS'}"
2435760,1154,1005,7470,1310,8624,2667s,"{'WALK', 'BUS'}"
758685,1070,904,7955,1448,9025,2894s,"{'WALK', 'BUS'}"
4706002,441,390,2774,836,3215,1601s,"{'WALK', 'BUS'}"
2720106,569,517,1305,322,1874,840s,"{'WALK', 'BUS'}"
2898883,513,475,10820,1686,11333,2910s,"{'WALK', 'BUS'}"
3371772,981,812,3139,796,4120,1654s,"{'WALK', 'BUS'}"
751110,1469,1227,2347,302,3816,1529s,"{'WALK', 'BUS'}"
