day_type,start_hour,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,group_n,group_id,representative_year,representative_month,representative_day
1,18,41.891,-87.619,41.82,-87.61,3,3326450,2026,04,22
1,0,41.9,-87.632,41.906,-87.675,90,2381902,2026,04,25
2,2,41.938,-87.639,41.885,-87.657,100,4040356,2026,04,22
1,1,41.909,-87.631,41.879,-87.672,16,2478906,2026,04,25
0,18,41.915,-87.654,41.979,-87.903,321,1538166,2026,04,26
0,11,42.016,-87.68,41.98,-87.664,2,777359,2026,04,25
0,2,41.798,-87.599,41.791,-87.594,393,269812,2026,04,26
0,21,41.871,-87.622,41.936,-87.704,6,1930119,2026,04,22
2,22,41.797,-87.582,41.842,-87.656,1,4986804,2026,04,26
2,1,41.965,-87.703,41.921,-87.695,1,3964744,2026,04,22
0,19,41.973,-87.65,41.885,-87.621,63,1708071,2026,04,25
0,14,41.689,-87.617,41.701,-87.6,112,968900,2026,04,22
1,23,41.879,-87.657,41.898,-87.654,99,3728078,2026,04,25
0,1,41.908,-87.671,41.9,-87.665,36,199194,2026,04,22
0,13,41.876,-87.718,41.879,-87.657,16,904288,2026,04,25
1,3,41.936,-87.666,41.892,-87.629,14,2666216,2026,04,22
0,2,41.859,-87.617,41.893,-87.653,131,282172,2026,04,26
2,22,41.885,-87.657,41.936,-87.652,31,4999028,2026,04,26
0,18,41.965,-87.663,41.741,-87.67,5,1568365,2026,04,25
1,23,41.808,-87.699,41.816,-87.675,1,3714075,2026,04,25
0,13,41.714,-87.638,41.754,-87.632,3,858713,2026,04,25
0,13,41.9,-87.67,41.885,-87.657,230,919254,2026,04,22
2,15,41.973,-87.664,41.871,-87.622,1,4626458,2026,04,22
0,18,41.892,-87.632,41.885,-87.657,1251,1521699,2026,04,26
0,2,41.922,-87.651,41.95,-87.644,71,322023,2026,04,26
2,0,41.881,-87.633,41.898,-87.654,249,3821441,2026,04,22
1,11,41.979,-87.903,41.936,-87.652,13,3001571,2026,04,26
2,4,41.943,-87.652,41.961,-87.762,3,4224140,2026,04,22
0,19,41.979,-87.903,41.898,-87.621,1876,1709582,2026,04,25
1,19,41.79,-87.601,41.891,-87.619,54,3380371,2026,04,22
0,15,41.879,-87.643,41.885,-87.657,1560,1150247,2026,04,22
0,23,41.795,-87.731,41.879,-87.672,2,2210175,2026,04,26
2,23,41.871,-87.622,41.881,-87.633,240,5056341,2026,04,26
0,3,41.798,-87.604,41.898,-87.621,2,380321,2026,04,25
0,12,41.908,-87.671,41.979,-87.903,244,824188,2026,04,25
1,2,41.907,-87.636,41.931,-87.642,48,2565053,2026,04,22
0,1,41.864,-87.693,41.885,-87.621,14,168806,2026,04,22
1,5,41.921,-87.71,41.899,-87.626,4,2814715,2026,04,22
0,21,41.965,-87.677,41.98,-87.694,21,2003803,2026,04,22
0,18,41.885,-87.657,41.879,-87.643,1471,1517037,2026,04,26
0,13,41.892,-87.632,41.859,-87.617,723,913522,2026,04,25
0,20,41.935,-87.744,41.9,-87.632,3,1827711,2026,04,22
0,23,41.893,-87.638,41.798,-87.59,31,2255353,2026,04,26
0,13,41.797,-87.582,41.732,-87.549,11,882486,2026,04,25
2,1,41.898,-87.621,41.885,-87.643,141,3922882,2026,04,22
