Pickup Neighborhood,Dropoff Neighborhood,totalTransitTime_wavg,rideshareTime_wavg,tripCost_wavg,transitPenalty_wavg,distance_wavg,Count,transitPenaltyColor
Fuller Park,Roseland,42.766666666666666,13.34,17.776000000000003,3.2714896061862087,6.94,5.0,red
Fuller Park,South Shore,54.836274509803914,25.409803921568624,22.801176470588235,2.1554386130656287,6.429411764705883,17.0,yellow
Fuller Park,Streeterville,52.53333333333333,17.483333333333334,20.23,3.0047664442326023,6.6,1.0,red
Fuller Park,Washington Park,14.650000000000002,6.018367346938776,9.92265306122449,2.538643910091056,1.0265306122448978,49.0,orange
Fuller Park,Woodlawn,28.228030303030298,10.015909090909092,10.062727272727274,2.9271258392981365,2.411363636363637,88.0,red
Gage Park,Archer Heights,21.166666666666668,7.416666666666666,13.344999999999999,2.907791343656741,1.5499999999999998,4.0,red
Gage Park,Ashburn,46.96666666666667,18.819444444444446,15.503333333333336,2.8461139048921438,5.383333333333334,6.0,red
Gage Park,Brighton Park,21.535135135135135,9.461711711711713,12.60837837837838,2.8318199126300745,1.789189189189189,37.0,red
Gage Park,Chicago Lawn,21.975,7.916666666666666,10.945999999999998,3.365479927178338,1.4899999999999998,10.0,red
Gage Park,Clearing,46.56666666666667,14.005555555555555,15.466666666666669,3.34957662955155,4.333333333333333,3.0,red
Gage Park,Garfield Ridge,51.7,12.483333333333334,24.45375,4.169932570570033,3.1374999999999997,8.0,red
Gage Park,Grand Boulevard,47.916666666666664,20.85,18.73,2.298161470823341,5.5,1.0,yellow
Gage Park,Grand Crossing,53.416666666666664,15.2,18.73,3.5142543859649122,5.4,1.0,red
Gage Park,Lake View,74.73333333333332,39.57333333333334,35.412,1.8972418616167412,14.74,5.0,green
Gage Park,Lincoln Park,74.41666666666667,41.93333333333333,47.23,1.774642289348172,12.9,1.0,green
Gage Park,"Little Italy, UIC",43.42727272727272,27.63712121212121,22.77287878787879,1.6618800643859712,6.15,66.0,green
Gage Park,Little Village,41.800000000000004,28.041666666666668,18.621666666666666,1.5847873456001562,5.183333333333333,6.0,green
Gage Park,Loop,44.141056910569105,26.08577235772357,25.87707317073171,1.7275271637895606,9.121951219512194,41.0,green
Gage Park,Lower West Side,36.11773049645391,15.876595744680852,16.616382978723408,2.2503054620375234,4.525531914893617,47.0,yellow
Gage Park,North Lawndale,46.56666666666667,23.75,23.73,1.960701754385965,6.2,1.0,green
Gage Park,River North,62.74444444444445,24.505555555555556,20.23,2.5546528283985332,10.166666666666666,3.0,orange
Gage Park,Rogers Park,89.68333333333334,66.61666666666666,41.85,1.3462596947710785,19.8,1.0,green
Gage Park,Streeterville,60.52555555555556,36.62222222222223,30.895999999999997,1.7202701680076387,11.273333333333335,15.0,green
Gage Park,West Elsdon,14.766666666666667,5.338888888888889,11.646666666666668,2.8736083224839217,0.9166666666666665,6.0,red
Gage Park,West Lawn,41.583333333333336,18.36111111111111,17.217564102564104,2.2957397979476135,3.867948717948718,78.0,yellow
Gage Park,West Loop,60.63641975308642,29.13950617283951,27.5962962962963,2.1264325017988184,8.792592592592595,27.0,yellow
Gage Park,West Town,78.60000000000001,33.15833333333333,31.229999999999993,2.3780764625297537,8.750000000000002,6.0,orange
Galewood,Belmont Cragin,26.333333333333332,10.431034482758621,15.757931034482755,2.57177419792002,2.3413793103448275,29.0,orange
Galewood,Englewood,103.61666666666666,50.204166666666666,37.48,2.094830467071567,20.15,4.0,yellow
Galewood,Lincoln Park,82.68333333333334,39.61666666666667,19.14,2.0870845603702146,9.1,1.0,yellow
Galewood,Montclare,20.5,6.472413793103449,10.675862068965518,3.196183638850111,1.3413793103448277,29.0,red
Galewood,North Center,75.03333333333333,40.0,56.96,1.8758333333333332,8.5,1.0,green
Galewood,Rogers Park,108.8,42.71666666666667,47.23,2.5470152165431132,13.7,1.0,orange
Galewood,United Center,54.666666666666664,30.7,28.73,1.780673181324647,7.9,1.0,green
Galewood,West Town,63.13333333333333,31.266666666666666,30.21,2.0191897654584223,8.0,1.0,yellow
Garfield Park,Ashburn,84.63333333333334,46.6025641025641,37.80615384615384,1.8345335745074536,10.676923076923076,13.0,green
Garfield Park,Auburn Gresham,80.23333333333333,32.1,31.23,2.4994807892004154,11.3,1.0,orange
Garfield Park,Austin,27.13662280701754,10.6765350877193,13.562631578947368,2.6778511955357254,2.892105263157894,76.0,orange
Garfield Park,Avondale,47.36666666666667,18.758333333333333,14.98,2.5250999555752998,4.699999999999999,2.0,orange
Garfield Park,Belmont Cragin,52.03333333333333,18.533333333333335,20.23,2.807553956834532,4.7,1.0,red
Garfield Park,Chicago Lawn,65.26666666666667,41.35,30.67,1.5783958081418783,10.6,1.0,green
Garfield Park,Douglas,52.3,22.903030303030302,21.203636363636363,2.286577093502312,7.654545454545455,11.0,yellow
Garfield Park,Englewood,78.11666666666666,21.433333333333334,23.73,3.644634525660964,13.2,1.0,red
Garfield Park,Garfield Park,17.309722222222224,6.850694444444444,9.360416666666664,2.8431702549932076,1.3666666666666665,24.0,red
Garfield Park,Gold Coast,50.583333333333336,19.78768115942029,21.58521739130435,2.559901280039159,5.665217391304348,23.0,orange
Garfield Park,Grant Park,45.5025641025641,17.032051282051285,18.69076923076923,2.8734883343308018,5.823076923076924,13.0,red
Garfield Park,Humboldt Park,21.265760869565216,8.734601449275361,12.27913043478261,2.4694783879527296,2.0782608695652174,92.0,orange
Garfield Park,Irving Park,47.94166666666666,25.733333333333334,24.095,2.117642083070117,5.65,2.0,yellow
Garfield Park,Kenwood,72.78888888888889,27.855555555555558,23.186666666666667,3.0025185291539134,11.933333333333335,3.0,red
Garfield Park,Lake View,63.29999999999999,22.477777777777778,22.165000000000003,2.817119687297558,9.850000000000001,6.0,red
Garfield Park,Lincoln Park,49.1030303030303,21.333333333333336,19.349999999999998,2.3317695408809915,5.281818181818182,11.0,yellow
Garfield Park,"Little Italy, UIC",31.62032312925169,14.65578231292517,14.100357142857144,2.2821207079981702,3.339285714285715,196.0,yellow
Garfield Park,Little Village,25.808333333333334,10.439285714285715,13.812857142857142,2.5180858890141846,2.5214285714285714,14.0,orange
Garfield Park,Logan Square,27.633333333333333,13.433333333333334,11.23,2.0570719602977667,3.7,1.0,yellow
Garfield Park,Loop,33.37049180327869,14.677322404371584,16.358606557377048,2.3375566449302974,4.522950819672132,122.0,yellow
Garfield Park,Lower West Side,44.583333333333336,9.55,15.49,4.668411867364747,4.0,1.0,red
Garfield Park,Montclare,61.766666666666666,27.333333333333332,27.33,2.2597560975609756,8.9,1.0,yellow
Garfield Park,Museum Campus,54.193749999999994,21.698958333333334,18.368125000000003,2.6441890287212213,6.749999999999999,16.0,orange
Garfield Park,New City,53.78333333333333,22.59166666666667,26.23,2.482446203253247,9.55,2.0,orange
Garfield Park,North Lawndale,16.387943262411348,8.03404255319149,10.047234042553193,2.339722971720372,1.6893617021276597,47.0,yellow
Garfield Park,Old Town,62.266666666666666,18.9,16.09,3.2945326278659612,9.1,1.0,red
Garfield Park,Portage Park,63.138888888888886,37.32222222222222,24.176666666666666,1.6855979307143532,6.966666666666666,3.0,green
Garfield Park,River North,46.29351851851852,19.08888888888889,19.800555555555558,2.6130960626445487,5.45,18.0,orange
Garfield Park,Rogers Park,80.71666666666667,41.15833333333333,36.23,2.0254956543735476,14.05,2.0,yellow
Garfield Park,South Shore,73.99583333333334,38.458333333333336,23.5775,1.9782943594293911,16.400000000000002,4.0,green
Garfield Park,Streeterville,53.32689393939395,22.539772727272723,20.996818181818185,2.4935718566387997,6.4863636363636346,44.0,orange
Garfield Park,Ukrainian Village,30.05,9.822222222222223,12.983333333333334,3.060581100717796,2.6,3.0,red
Garfield Park,United Center,19.68387096774193,7.979569892473117,10.94258064516129,2.745126675669589,1.8419354838709678,31.0,orange
Garfield Park,Uptown,68.03333333333333,25.683333333333334,26.5,2.6489292667099287,12.2,1.0,orange
Garfield Park,Washington Heights,72.96666666666667,45.66666666666667,36.31,1.9121929695777917,16.25,2.0,green
Garfield Park,Washington Park,63.55,35.858333333333334,18.53,2.347742212045116,11.25,4.0,yellow
Garfield Park,West Loop,26.327058823529413,11.614117647058826,16.501411764705882,2.3794461895710883,3.8117647058823527,85.0,orange
Garfield Park,West Ridge,76.86666666666666,54.766666666666666,35.04,1.4035301278149726,10.3,1.0,green
Garfield Park,West Town,31.516666666666666,19.831818181818186,16.561818181818182,2.134053942764858,3.1909090909090905,11.0,yellow
Garfield Park,Wicker Park,42.016666666666666,15.4,9.38,2.7283549783549783,3.9,1.0,orange
Garfield Park,Woodlawn,69.2388888888889,34.205555555555556,24.326666666666668,2.08922127697112,12.766666666666666,3.0,yellow
Garfield Ridge,Albany Park,113.63888888888887,56.63333333333333,61.43666666666666,2.0183177226208087,13.133333333333333,3.0,yellow
Garfield Ridge,Ashburn,43.220289855072465,20.419565217391305,20.567826086956522,2.2571855308759994,4.343478260869565,23.0,yellow
Garfield Ridge,Auburn Gresham,52.04666666666667,20.19333333333333,25.72266666666667,2.617497720284011,6.973333333333333,15.0,orange
Garfield Ridge,Austin,92.76666666666667,40.2,36.23,2.3076285240464345,10.4,1.0,yellow
Garfield Ridge,Avondale,100.31666666666666,51.67592592592593,57.056666666666665,2.0358812043314836,14.233333333333333,9.0,yellow
Garfield Ridge,Belmont Cragin,89.23333333333333,44.025000000000006,46.78,2.037475623923822,11.100000000000001,2.0,yellow
Garfield Ridge,Beverly,85.93333333333334,27.43958333333333,36.917500000000004,3.1575645893968023,9.6625,8.0,red
Garfield Ridge,Boystown,91.13999999999999,35.94833333333334,40.533,2.6220105254550377,16.89,10.0,orange
Garfield Ridge,Bridgeport,66.15,21.57291666666667,30.121249999999996,3.1453521767440926,8.1,16.0,red
Garfield Ridge,Brighton Park,41.97083333333333,16.65,21.95,2.8281277155503157,3.8,4.0,red
Garfield Ridge,Bucktown,87.40357142857141,43.391666666666666,47.80119047619048,2.1570034729182246,13.245238095238097,42.0,yellow
Garfield Ridge,Chatham,85.41666666666667,31.916666666666668,38.41,2.6762402088772848,17.5,1.0,orange
Garfield Ridge,Chicago Lawn,41.91111111111112,15.075000000000001,18.141666666666666,2.8436960733892556,4.441666666666666,12.0,red
Garfield Ridge,Douglas,73.2549019607843,18.61176470588235,32.64764705882353,3.9665456077190346,9.558823529411764,17.0,red
Garfield Ridge,East Village,75.15548245614033,24.960087719298247,37.016578947368416,3.0499631547704817,12.282894736842104,76.0,red
Garfield Ridge,Edgewater,100.26936936936939,46.361711711711706,62.93783783783785,2.2915365772641763,20.513513513513512,37.0,yellow
Garfield Ridge,Garfield Park,67.75416666666666,37.19583333333334,31.8625,2.007444390205551,7.675,4.0,green
Garfield Ridge,Garfield Ridge,26.61216216216216,7.670270270270269,18.750540540540538,4.310589321618341,1.7189189189189187,37.0,red
Garfield Ridge,Gold Coast,79.05839598997494,38.0968671679198,48.54454887218044,2.145058891185189,13.783834586466165,266.0,yellow
Garfield Ridge,Grand Boulevard,77.06363636363636,26.168181818181814,34.8609090909091,3.037871807556131,10.30909090909091,11.0,red
Garfield Ridge,Grant Park,63.88720143911994,27.567383401145268,43.56558713833634,2.3839267623638887,11.187759945750452,17696.0,orange
Garfield Ridge,Humboldt Park,74.1861111111111,35.18888888888889,39.712999999999994,2.168844271875247,10.150000000000002,30.0,yellow
Garfield Ridge,Hyde Park,72.78473401245049,29.919722693831353,37.677911714770794,2.475867248714431,10.637351443123938,1178.0,orange
Garfield Ridge,Irving Park,101.46111111111111,47.49791666666666,58.46958333333333,2.3380237571057187,15.904166666666663,24.0,yellow
Garfield Ridge,Jackson Park,69.45,24.17628205128205,39.347307692307695,2.885558713383887,13.580769230769231,52.0,red
Garfield Ridge,Kenwood,85.31060606060609,26.727525252525254,38.22772727272727,3.2152551062965546,12.827272727272728,66.0,red
Garfield Ridge,Lake View,87.60896273917422,36.28265357502518,46.67797583081571,2.546049065523229,16.32787009063444,1324.0,orange
Garfield Ridge,Lincoln Park,83.5266283524904,38.92183908045976,48.44199233716475,2.2900646694618976,14.874712643678164,522.0,yellow
Garfield Ridge,Lincoln Square,98.04602272727271,45.68125,55.05238636363637,2.219541839979044,19.130681818181817,88.0,yellow
Garfield Ridge,"Little Italy, UIC",73.06641156462585,27.58707482993197,32.880102040816325,2.690070146989335,8.566836734693878,196.0,orange
Garfield Ridge,Little Village,27.966666666666665,14.483333333333333,17.28,1.9309551208285385,3.7,1.0,green
Garfield Ridge,Logan Square,87.79855072463769,33.69420289855072,40.10804347826087,2.622222086880066,13.021739130434783,46.0,orange
Garfield Ridge,Loop,61.50976483781066,30.06116904962153,45.608595161529706,2.1038777647294724,11.693034185919952,101065.0,yellow
Garfield Ridge,Lower West Side,70.54814814814816,24.64907407407408,33.55833333333334,2.930130623900929,7.761111111111112,18.0,red
Garfield Ridge,Morgan Park,82.93333333333332,37.37435897435898,40.50076923076923,2.235428194499807,12.2,13.0,yellow
Garfield Ridge,Museum Campus,70.11457187136767,22.541256618881572,36.67072297559085,3.1869206706326714,9.790445563734988,12905.0,red
Garfield Ridge,Near South Side,63.18357658315091,23.5890253790643,38.379549987837514,2.7407063417207485,9.406665045001217,4111.0,orange
Garfield Ridge,North Center,97.72692307692306,52.02051282051283,59.02769230769232,1.9790648456210123,14.60384615384615,26.0,green
Garfield Ridge,O'Hare,132.860935302391,49.71775668073136,63.649029535864976,2.7500734529034667,26.444514767932485,474.0,orange
Garfield Ridge,Old Town,81.69229747675962,27.28293492695883,40.86083665338645,3.090354241857739,13.202390438247013,251.0,red
Garfield Ridge,River North,68.22182919780356,32.776155333526006,47.471549275422156,2.1653084755755057,12.32176417158664,48442.0,yellow
Garfield Ridge,Roseland,87.82499999999999,33.829166666666666,39.379999999999995,2.5972697511697103,13.25,4.0,orange
Garfield Ridge,Sheffield & DePaul,84.76560283687942,42.807801418439716,47.958297872340424,2.1062840272927525,14.197872340425532,47.0,yellow
Garfield Ridge,South Deering,99.23333333333333,34.583333333333336,52.33,2.902019508012849,18.3,2.0,red
Garfield Ridge,South Shore,85.7076388888889,36.92361111111111,39.95458333333333,2.4294110383357,14.879166666666668,24.0,orange
Garfield Ridge,Streeterville,75.2017270661404,32.089448630546585,46.55556727664155,2.408804998551748,12.86325439540725,27870.0,orange
Garfield Ridge,Ukrainian Village,87.0,33.540740740740745,33.276666666666664,2.6283620170295885,12.011111111111111,9.0,orange
Garfield Ridge,United Center,75.97777777777777,20.18148148148148,28.90777777777778,3.8589279455718306,10.533333333333333,9.0,red
Garfield Ridge,Uptown,99.55092592592592,35.04197530864197,47.96277777777778,3.0145986139526832,18.598148148148148,54.0,red
Garfield Ridge,Washington Heights,77.80454545454546,31.181818181818183,33.88,2.539508593498805,8.990909090909092,11.0,orange
Garfield Ridge,Washington Park,71.31666666666666,33.76190476190476,36.10142857142857,2.1398212370654575,7.114285714285714,7.0,yellow
Garfield Ridge,West Elsdon,36.2,12.916666666666666,12.24,2.8025806451612905,3.0,1.0,red
Garfield Ridge,West Lawn,39.76666666666666,14.539583333333335,15.20375,2.9257308732199294,3.55,8.0,red
Garfield Ridge,West Loop,69.15875204383755,28.506257457245127,40.64510274426621,2.560158247645244,10.689380882937822,7543.0,orange
Garfield Ridge,West Ridge,123.35,52.94,56.964,2.3707489214423942,21.32,5.0,orange
Garfield Ridge,West Town,76.17260015117158,32.21889644746788,40.517165532879815,2.516531489917473,11.868707482993198,441.0,orange
Garfield Ridge,Wicker Park,77.37633333333333,42.677,51.67499999999999,1.8428223544920312,12.517999999999999,50.0,green
Garfield Ridge,Woodlawn,61.33980769230769,29.074871794871793,37.72788461538462,2.1266160770168643,10.350769230769231,260.0,yellow
Garfield Ridge,Wrigleyville,85.26063829787233,37.69095744680851,50.82329787234042,2.373594591137608,17.390425531914897,94.0,orange
Gold Coast,Albany Park,57.283333333333324,22.723333333333333,30.868000000000002,2.535675977970368,7.640000000000001,5.0,orange
Gold Coast,Armour Square,33.63333333333333,27.025,20.23,1.2644422976602199,7.550000000000001,2.0,green
Gold Coast,Avondale,57.96923076923077,30.600000000000005,25.824615384615388,2.1186798975579957,5.0,13.0,yellow
Gold Coast,Belmont Cragin,71.7,42.71666666666667,24.92,1.6785017557549746,8.8,1.0,green
Gold Coast,Boystown,22.940444444444445,12.87311111111111,17.765466666666665,1.8446026433534413,3.433333333333334,75.0,green
Gold Coast,Bridgeport,49.85000000000001,27.843589743589746,31.901538461538465,1.8043369535389446,8.63076923076923,13.0,green
Gold Coast,Bucktown,40.42901785714285,20.714285714285715,21.82125,2.081729846798125,2.9464285714285707,112.0,yellow
Gold Coast,Chatham,57.75,21.75,30.72,2.6551724137931036,13.4,1.0,orange
Gold Coast,Chinatown,35.0,16.225,21.68,2.197257123203749,6.35,2.0,yellow
Gold Coast,Douglas,52.18333333333333,18.308333333333334,19.575000000000003,2.9721875118821703,7.25,2.0,red
Gold Coast,Edgewater,47.373333333333335,15.91,16.342,2.994887071196046,6.7,10.0,red
Gold Coast,Garfield Park,54.483333333333334,28.6,22.095,1.9362611023591607,4.9,2.0,green
Gold Coast,Garfield Ridge,74.87508591065293,48.86099656357388,57.470824742268036,1.727077090881243,14.611340206185565,97.0,green
Gold Coast,Gold Coast,8.63045977011494,5.841954022988506,14.561724137931037,1.9165220933241143,0.9827586206896551,29.0,green
Gold Coast,Grand Boulevard,42.5,33.516666666666666,27.73,1.268025857782198,9.9,1.0,green
Gold Coast,Grant Park,28.769378930817613,14.196462264150941,19.361037735849056,2.091647823142601,2.5950471698113207,424.0,yellow
Gold Coast,Humboldt Park,41.39570707070707,24.385858585858585,23.746969696969696,1.7061980154947236,6.16060606060606,66.0,green
Gold Coast,Hyde Park,55.99375,24.351593137254902,29.918823529411764,2.3114674650676523,10.938970588235295,136.0,yellow
Gold Coast,Irving Park,52.63333333333333,18.441025641025643,19.27769230769231,2.8725289788767094,6.423076923076923,13.0,red
Gold Coast,Jackson Park,55.5375,25.083333333333336,35.6825,2.2214739325664237,10.6,4.0,yellow
Gold Coast,Kenwood,46.48333333333334,23.71190476190476,21.15285714285714,2.0375516985901134,8.185714285714285,7.0,yellow
Gold Coast,Lake View,26.52023158990372,15.18432214415821,19.668266978922716,1.8237565437352732,3.432396565183451,1281.0,green
Gold Coast,Lincoln Park,18.680449324750725,9.55057427742017,15.097981825066261,1.950084918365509,1.6979174555092766,2641.0,green
Gold Coast,Lincoln Square,48.09603174603175,19.53412698412698,23.574761904761907,2.5067222363661514,6.766666666666667,21.0,orange
Gold Coast,"Little Italy, UIC",49.135714285714286,20.494761904761905,21.729428571428574,2.4223107573009917,4.928571428571429,70.0,orange
Gold Coast,Logan Square,45.501058201058214,24.15873015873016,21.74492063492064,1.9786413139909529,4.814285714285713,63.0,green
Gold Coast,Loop,24.68497128538876,12.224076129455387,18.375771762984638,2.0356651385272717,2.0432636278788183,39643.0,yellow
Gold Coast,Lower West Side,43.96041666666667,23.312500000000004,19.21125,2.0015167766297353,5.975,8.0,green
Gold Coast,Museum Campus,44.49031424025457,20.703381066030232,25.567171837708827,2.2479657075822175,4.348090692124105,838.0,yellow
Gold Coast,North Center,46.13508771929824,20.646491228070175,25.571052631578947,2.2789066614579743,4.6000000000000005,19.0,yellow
Gold Coast,North Park,62.59166666666667,31.900000000000002,30.729999999999997,1.9643090205696865,8.95,2.0,green
Gold Coast,Norwood Park,68.81666666666666,21.55,25.67,3.1933488012374323,11.7,1.0,red
Gold Coast,O'Hare,86.43834021030214,43.215473179821636,65.1117622787169,2.1023323739445963,17.65666178623719,15026.0,yellow
Gold Coast,Old Town,17.23724544480171,8.133654876741693,13.623344051446944,2.2604530030352374,1.3379421221864953,311.0,yellow
Gold Coast,Pullman,88.11666666666666,34.4,26.16,2.5615310077519378,20.2,1.0,orange
Gold Coast,River North,17.0912298696093,9.132816957864705,15.059209167432979,1.897776745117322,1.3202306005517435,14137.0,green
Gold Coast,Rogers Park,44.733333333333334,19.04047619047619,19.78,2.3847595584790087,7.914285714285713,7.0,orange
Gold Coast,Rush & Division,15.15,6.140833333333333,10.958000000000002,2.914723210315274,0.86,20.0,red
Gold Coast,Sheffield & DePaul,21.86649122807018,11.789824561403508,16.685894736842105,1.8926167253157928,2.27978947368421,475.0,green
Gold Coast,Streeterville,15.785046952568933,7.870497637418506,14.08066391530594,2.018941957141704,1.2266104432083258,5573.0,yellow
Gold Coast,United Center,50.084215686274504,23.15392156862745,27.102058823529404,2.2263796562771794,4.066470588235295,170.0,yellow
Gold Coast,Uptown,38.119777777777784,13.139888888888889,18.372066666666665,3.035841532539008,5.082000000000001,150.0,red
Gold Coast,Washington Park,54.016666666666666,36.108333333333334,31.355000000000004,1.872643323868669,9.65,2.0,green
Gold Coast,West Lawn,78.9,72.58333333333333,40.23,1.0870264064293917,16.5,1.0,green
Gold Coast,West Loop,38.920483730208204,16.943831816481733,20.217295848397953,2.353149161591583,2.6814736317167434,16042.0,orange
Gold Coast,West Ridge,52.2,18.666666666666668,22.53,2.7964285714285713,8.75,2.0,red
Gold Coast,West Town,33.774702380952384,13.87154761904762,16.95877380952381,2.6002844287441462,2.2575000000000003,840.0,orange
Gold Coast,Wicker Park,30.281304824561396,15.501151315789475,16.951973684210525,2.0177098373339333,2.711513157894737,304.0,yellow
Gold Coast,Wrigleyville,29.37718253968254,19.58948412698413,22.794404761904765,1.5715745226311313,4.498809523809524,84.0,green
Grand Boulevard,Auburn Gresham,60.9,18.275,19.765,3.3644435844513243,7.550000000000001,2.0,red
Grand Boulevard,Austin,56.083333333333336,26.416666666666668,28.73,2.1230283911671926,12.4,1.0,yellow
Grand Boulevard,Avalon Park,53.09444444444444,19.244444444444444,18.773333333333333,2.8260910151226555,6.266666666666667,3.0,red
Grand Boulevard,Beverly,78.81666666666666,21.02916666666667,26.3475,3.7674817432897187,9.8,4.0,red
Grand Boulevard,Calumet Heights,57.0,26.914285714285715,19.674285714285713,2.1183872557843957,7.257142857142858,7.0,yellow
Grand Boulevard,Chatham,36.93333333333333,12.8375,16.405,2.93174589490481,5.275,4.0,red
Grand Boulevard,Chicago Lawn,49.27777777777777,22.311111111111114,20.563333333333333,2.2408600498172704,6.8999999999999995,3.0,yellow
Grand Boulevard,Chinatown,25.783333333333335,6.775,13.73,3.833269329237072,3.3,2.0,red
Grand Boulevard,Douglas,20.522972972972976,7.715615615615616,11.412342342342344,2.838085378523871,1.9909909909909906,111.0,red
Grand Boulevard,East Village,65.4,19.0,18.73,3.4421052631578952,9.0,1.0,red
Grand Boulevard,Englewood,45.468939393939394,16.581060606060607,19.275909090909092,2.8318304398762724,5.6000000000000005,22.0,red
Grand Boulevard,Garfield Ridge,72.12948717948717,30.512820512820515,38.386153846153846,2.5105761324874862,9.600000000000001,13.0,orange
Grand Boulevard,Grand Boulevard,18.12062146892655,5.428813559322034,8.993728813559324,3.423360365172159,1.2915254237288134,59.0,red
Grand Boulevard,Grand Crossing,25.441666666666666,9.691666666666666,13.73,2.6544837600758653,3.15,2.0,orange
Grand Boulevard,Grant Park,33.98100775193798,16.579844961240312,18.105116279069765,2.0904798152819652,5.637209302325581,43.0,yellow
Grand Boulevard,Humboldt Park,56.669999999999995,25.363333333333333,26.726,2.280959345461162,9.72,5.0,yellow
Grand Boulevard,Hyde Park,29.47654320987655,9.408436213991774,12.55635802469136,3.306373382435355,2.3172839506172833,162.0,red
Grand Boulevard,Jackson Park,30.174926253687318,14.175073746312686,17.687699115044246,2.2518141726752536,3.436283185840708,113.0,yellow
Grand Boulevard,Kenwood,20.92015503875969,7.654263565891473,10.077441860465116,2.9390703247594496,1.8325581395348836,43.0,red
Grand Boulevard,Lake View,65.83333333333333,37.05,46.04,1.7768780926675665,13.3,1.0,green
Grand Boulevard,"Little Italy, UIC",47.82935323383085,18.953233830845768,17.750298507462688,2.5869682920012087,6.7343283582089555,67.0,orange
Grand Boulevard,Logan Square,49.85,18.616666666666667,12.25,2.6777081468218444,9.1,1.0,orange
Grand Boulevard,Loop,37.960648148148145,22.43175925925926,23.29561111111111,1.7421597963756768,6.302777777777778,360.0,green
Grand Boulevard,Mckinley Park,37.9,12.1,15.365,3.2044643290404604,3.9,2.0,red
Grand Boulevard,Morgan Park,73.63333333333334,19.566666666666666,21.485,3.9147658529037717,12.100000000000001,2.0,red
Grand Boulevard,Museum Campus,36.65823170731707,12.688211382113822,16.442743902439023,2.9915668867631173,3.651829268292683,164.0,red
Grand Boulevard,New City,27.35220588235294,10.193627450980388,11.141617647058824,2.940915458170008,2.363235294117647,68.0,red
Grand Boulevard,North Lawndale,67.28333333333333,26.95,13.95,2.496598639455782,10.5,1.0,orange
Grand Boulevard,Oakland,15.656122448979591,6.667006802721088,10.437755102040816,2.6056826187689497,1.4857142857142853,49.0,orange
Grand Boulevard,Old Town,52.575,30.116666666666667,27.515,1.7435166223453233,9.75,2.0,green
Grand Boulevard,Pullman,65.88333333333334,24.05,23.45,2.7394317394317396,11.0,1.0,orange
Grand Boulevard,River North,45.85526315789475,24.516666666666666,23.831929824561406,1.9637746543880066,7.391228070175438,57.0,green
Grand Boulevard,Riverdale,114.83333333333333,37.150000000000006,28.075,3.1220410326403485,13.55,2.0,red
Grand Boulevard,Roseland,57.920833333333334,20.8625,28.2175,2.8121448761279546,9.6,4.0,red
Grand Boulevard,Sheffield & DePaul,50.233333333333334,29.016666666666666,28.409999999999997,1.7318889082517452,10.75,2.0,green
Grand Boulevard,South Chicago,49.567424242424245,22.243939393939396,20.835909090909094,2.2406851313010603,5.818181818181818,22.0,yellow
Grand Boulevard,South Deering,53.75,28.177777777777777,27.896666666666665,1.9139832524640241,7.866666666666667,3.0,green
Grand Boulevard,South Shore,47.89999999999999,19.771428571428572,21.640357142857145,2.4458042350300753,6.157142857142858,28.0,orange
Grand Boulevard,Streeterville,51.11724137931035,23.660057471264366,23.50034482758621,2.231569462446166,7.396551724137931,58.0,yellow
Grand Boulevard,United Center,43.75,25.916666666666668,21.29,1.6881028938906752,9.0,1.0,green
Grand Boulevard,Uptown,63.1,27.6,36.21,2.2862318840579707,13.5,1.0,yellow
Grand Boulevard,Washington Heights,49.483333333333334,17.54230769230769,20.654615384615383,2.828617870741274,9.084615384615384,13.0,red
Grand Boulevard,Washington Park,17.915079365079364,8.473015873015873,11.834285714285713,2.539800268675306,1.9238095238095236,21.0,orange
Grand Boulevard,West Loop,50.18333333333332,23.945551801801805,25.538243243243244,2.142243055818751,7.0608108108108105,296.0,yellow
Grand Boulevard,West Town,53.73055555555556,25.01759259259259,24.922222222222224,2.2336010434046485,7.783333333333333,18.0,yellow
Grand Boulevard,Woodlawn,20.218627450980392,8.915686274509804,11.231176470588233,2.3757509313431173,1.8647058823529408,17.0,orange
Grand Crossing,Archer Heights,74.85,42.13333333333333,41.535,1.776503164556962,9.4,2.0,green
Grand Crossing,Ashburn,50.35,21.877777777777776,19.213333333333335,2.3022249532712937,5.533333333333334,3.0,yellow
Grand Crossing,Auburn Gresham,35.794444444444444,14.353968253968254,15.28095238095238,2.559359634590397,3.2904761904761903,21.0,orange
Grand Crossing,Austin,87.33333333333333,78.11666666666666,48.73,1.1179859184979732,15.8,1.0,green
Grand Crossing,Avalon Park,25.36923076923077,8.862820512820512,9.947692307692307,3.4334319326932055,2.0384615384615383,13.0,red
Grand Crossing,Avondale,93.53333333333333,40.7,31.82,2.2981162981162977,16.4,1.0,yellow
Grand Crossing,Bridgeport,60.06666666666667,14.283333333333333,11.14,4.205367561260211,7.2,1.0,red
Grand Crossing,Calumet Heights,35.4,12.666666666666666,11.55,2.794736842105263,4.1,1.0,red
Grand Crossing,Chatham,24.570103761348904,7.7812581063553825,11.195525291828794,3.422054804402266,2.2330739299610896,257.0,red
Grand Crossing,Chicago Lawn,55.638888888888886,21.977777777777778,17.48,2.768513090115153,5.633333333333333,3.0,red
